Time	Work 0	Work 1	Work 2	Work 3	Work 4	Avail	Done	Remaining
945	F(50)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
946	F(49)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
947	F(48)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
948	F(47)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
949	F(46)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
950	F(45)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
951	F(44)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
952	F(43)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
953	F(42)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
954	F(41)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
955	F(40)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
956	F(39)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
957	F(38)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
958	F(37)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
959	F(36)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
960	F(35)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
961	F(34)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
962	F(33)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
963	F(32)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
964	F(31)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
965	F(30)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
966	F(29)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
967	F(28)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
968	F(27)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
969	F(26)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
970	F(25)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
971	F(24)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
972	F(23)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
973	F(22)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
974	F(21)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
975	F(20)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
976	F(19)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
977	F(18)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
978	F(17)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
979	F(16)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
980	F(15)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
981	F(14)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
982	F(13)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
983	F(12)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
984	F(11)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
985	F(10)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
986	F(9)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
987	F(8)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
988	F(7)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
989	F(6)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
990	F(5)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
991	F(4)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
992	F(3)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
993	F(2)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
994	F(1)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
995	X(84)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
996	X(83)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
997	X(82)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
998	X(81)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
999	X(80)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1000	X(79)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1001	X(78)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1002	X(77)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1003	X(76)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1004	X(75)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1005	X(74)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1006	X(73)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1007	X(72)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1008	X(71)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1009	X(70)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1010	X(69)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1011	X(68)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1012	X(67)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1013	X(66)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1014	X(65)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1015	X(64)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1016	X(63)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1017	X(62)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1018	X(61)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1019	X(60)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1020	X(59)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1021	X(58)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1022	X(57)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1023	X(56)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1024	X(55)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1025	X(54)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1026	X(53)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1027	X(52)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1028	X(51)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1029	X(50)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1030	X(49)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1031	X(48)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1032	X(47)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1033	X(46)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1034	X(45)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1035	X(44)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1036	X(43)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1037	X(42)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1038	X(41)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1039	X(40)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1040	X(39)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1041	X(38)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1042	X(37)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1043	X(36)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1044	X(35)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1045	X(34)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1046	X(33)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1047	X(32)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1048	X(31)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1049	X(30)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1050	X(29)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1051	X(28)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1052	X(27)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1053	X(26)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1054	X(25)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1055	X(24)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1056	X(23)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1057	X(22)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1058	X(21)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1059	X(20)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1060	X(19)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1061	X(18)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1062	X(17)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1063	X(16)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1064	X(15)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1065	X(14)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1066	X(13)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1067	X(12)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1068	X(11)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1069	X(10)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1070	X(9)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1071	X(8)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1072	X(7)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1073	X(6)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1074	X(5)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1075	X(4)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1076	X(3)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1077	X(2)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1078	X(1)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEF	IZ
1079	Z(86)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1080	Z(85)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1081	Z(84)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1082	Z(83)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1083	Z(82)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1084	Z(81)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1085	Z(80)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1086	Z(79)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1087	Z(78)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1088	Z(77)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1089	Z(76)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1090	Z(75)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1091	Z(74)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1092	Z(73)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1093	Z(72)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1094	Z(71)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1095	Z(70)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1096	Z(69)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1097	Z(68)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1098	Z(67)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1099	Z(66)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1100	Z(65)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1101	Z(64)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1102	Z(63)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1103	Z(62)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1104	Z(61)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1105	Z(60)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1106	Z(59)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1107	Z(58)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1108	Z(57)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1109	Z(56)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1110	Z(55)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1111	Z(54)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1112	Z(53)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1113	Z(52)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1114	Z(51)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1115	Z(50)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1116	Z(49)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1117	Z(48)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1118	Z(47)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1119	Z(46)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1120	Z(45)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1121	Z(44)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1122	Z(43)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1123	Z(42)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1124	Z(41)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1125	Z(40)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1126	Z(39)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1127	Z(38)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1128	Z(37)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1129	Z(36)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1130	Z(35)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1131	Z(34)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1132	Z(33)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1133	Z(32)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1134	Z(31)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1135	Z(30)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1136	Z(29)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1137	Z(28)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1138	Z(27)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1139	Z(26)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1140	Z(25)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1141	Z(24)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1142	Z(23)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1143	Z(22)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1144	Z(21)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1145	Z(20)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1146	Z(19)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1147	Z(18)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1148	Z(17)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1149	Z(16)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1150	Z(15)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1151	Z(14)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1152	Z(13)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1153	Z(12)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1154	Z(11)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1155	Z(10)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1156	Z(9)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1157	Z(8)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1158	Z(7)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1159	Z(6)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1160	Z(5)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1161	Z(4)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1162	Z(3)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1163	Z(2)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1164	Z(1)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFX	I
1165	I(69)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1166	I(68)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1167	I(67)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1168	I(66)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1169	I(65)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1170	I(64)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1171	I(63)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1172	I(62)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1173	I(61)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1174	I(60)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1175	I(59)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1176	I(58)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1177	I(57)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1178	I(56)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1179	I(55)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1180	I(54)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1181	I(53)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1182	I(52)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1183	I(51)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1184	I(50)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1185	I(49)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1186	I(48)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1187	I(47)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1188	I(46)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1189	I(45)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1190	I(44)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1191	I(43)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1192	I(42)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1193	I(41)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1194	I(40)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1195	I(39)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1196	I(38)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1197	I(37)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1198	I(36)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1199	I(35)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1200	I(34)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1201	I(33)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1202	I(32)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1203	I(31)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1204	I(30)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1205	I(29)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1206	I(28)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1207	I(27)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1208	I(26)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1209	I(25)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1210	I(24)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1211	I(23)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1212	I(22)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1213	I(21)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1214	I(20)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1215	I(19)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1216	I(18)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1217	I(17)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1218	I(16)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1219	I(15)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1220	I(14)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1221	I(13)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1222	I(12)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1223	I(11)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1224	I(10)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1225	I(9)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1226	I(8)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1227	I(7)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1228	I(6)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1229	I(5)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1230	I(4)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1231	I(3)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1232	I(2)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1233	I(1)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZ	
1234	.	.	.	.	.		SCLPAMQVWYNUHODTRGKBJEFXZI	
